a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t
-1.303923116,,0.036929314,1.477086895,-0.009724732,0.567585667,0.499812215,-0.686800519,-0.916015624,0.070060609,0.905117198,0.116904579,-1.612108113,0.053049865,0.233389521,0.803433226,1.394378747,2.176708301,1.483608658,
-1.019682488,1.916340395,-0.376139665,-0.298066193,0.649144379,0.923704871,,-1.45122433,1.301275414,0.371458176,0.399635273,1.167359038,-0.667145648,-0.241937888,1.348888471,-0.067964451,0.597933949,0.757976403,-0.204695825,-1.251374268
-0.21510001,0.651468014,-0.469789513,-1.795526203,0.267574363,-0.206760352,,,1.263446077,1.196780207,0.66185012,-0.684026398,-0.125654485,-0.972976392,,0.439239233,-0.102801212,-0.412487151,-0.096340911,0.874953656
-0.973163187,0.600587497,0.567267894,,0.13675475,-0.883679464,0.04729365,0.08573701,-1.019717336,1.297853559,,-0.085255717,-0.666054041,,-1.030783916,1.798435569,-0.436187605,-1.4071266,-1.111790996,0.431828741
0.233891102,-0.010374288,0.274247647,1.530904758,-0.179651038,-0.208161569,0.250634209,0.078782815,,0.440262486,,,-0.212079782,1.957587196,-0.47681011,0.694488669,0.213309458,0.521066348,0.264117544,2.599055474
0.974558313,0.88211163,-0.438394901,-0.067110677,,-0.034531363,0.025229843,2.030688108,-0.624968185,0.571957666,0.265874208,1.421859698,-0.129196062,-0.406395028,0.9092843,1.378531707,-0.038425762,1.310460778,1.684593718,-1.758755004
,0.01541134,-0.671470778,0.469994155,-0.498061942,0.513353887,0.198650966,-0.252911632,-0.150809465,0.002146333,1.261709532,-0.709418746,1.089599664,-0.484395066,-1.746332448,-0.334642423,-1.84660434,-0.42852237,-0.811478603,-2.215985912
0.004557304,-0.87579218,-0.181012706,,-2.320801697,-0.474726209,-1.241295577,0.918366048,,-0.014425162,0.342284368,-0.128449193,0.484836938,-2.055073202,-0.530362544,0.314831669,-1.272692006,-1.162696243,-0.618553096,1.29458559
,-1.356894378,0.905015084,-1.510815424,,-0.155223203,0.410388495,0.200444944,-0.314223886,0.906484706,0.721206053,0.541882582,-0.676796036,1.008646692,-0.488264678,0.269919563,0.505706843,-1.181676225,-0.174705072,0.629453817
,-0.074362731,-0.844496793,,0.844727568,0.790953955,-1.014424819,,-0.038896095,-0.645997753,-0.542469109,-0.334930006,0.205185385,-0.357886559,,0.439039566,0.294872636,-0.168831142,,0.591066739
0.201475375,-0.081225774,-0.032685814,-0.38636268,-0.511074475,0.080708559,-0.072813467,0.508773213,-1.657632472,-0.398564397,0.008489764,-0.917202583,1.500589908,-1.132835959,-1.782674953,0.691041231,-0.132039075,-0.502781667,0.112060099,0.22345516
0.404971974,1.023792724,-1.753610179,-1.216279063,0.846317563,-0.466991119,-0.633828207,-0.345256478,0.132068706,0.706250022,-1.405404232,0.878304564,0.362156669,0.981510038,0.165032487,,1.041399998,0.808467662,0.904946832,
-0.108861551,2.116590708,-0.95700102,1.542325201,-0.819346338,1.785230069,-0.03850057,0.701478163,,1.129731368,0.445586,2.641182125,0.942434937,-1.063170938,0.687346679,0.980981687,-0.646223975,1.25098219,0.499473812,
0.749639973,0.446452001,-0.361115047,-0.958966894,1.476278827,0.315520693,0.247447696,-1.327953373,0.399048422,-0.464576375,,0.607377476,0.598183507,0.261742583,1.519425518,-1.176362116,0.669411897,0.826857189,0.293458196,0.458302812
0.884172354,0.873203155,2.34975712,0.309044192,-1.161188612,1.11647786,0.361341323,1.189618467,0.557054622,0.48571389,0.573748435,1.552703749,0.627510279,-0.241838166,-0.116156158,1.752806056,-1.157922064,-0.993405377,-0.172444264,-0.19082098
0.346469409,1.048926498,1.391348704,0.914239503,0.154504883,,1.848594855,1.074837418,0.142527379,,1.05544461,-0.19581612,1.747793137,,-0.237204469,,1.236996382,0.312597496,0.486444132,-0.414635177
-1.460141867,-0.779127471,0.690859924,0.077676375,-1.032411587,,1.085448118,-1.677831188,0.020334349,0.311504349,0.43420282,-0.796235613,0.352059116,-1.906421119,,-0.532363943,-0.090715362,0.391227192,-1.13254635,-0.952294234
-1.199800499,0.148282505,0.759606004,-0.774611503,-0.147444349,0.689966521,-1.936299023,-1.132668808,-0.366240847,0.90202191,0.210208721,-1.085487631,-0.9845687,-0.951096444,-0.52281692,-0.358310181,0.758120508,1.154061519,-0.314057236,-1.143172141
-1.664305059,-0.739226562,0.139524231,1.115179064,-0.286009086,0.177575207,-0.270561606,-1.028876891,1.246907346,0.566469104,,-0.228075087,1.336442811,1.068625758,-0.929212189,-0.496058388,0.847939499,0.40783428,-0.442312758,-0.32708208
-0.426037082,-0.212633291,0.131532403,-0.440190565,-0.184430249,,-2.234059094,0.097791598,-0.563514514,-0.347873083,-0.69116851,0.476820673,-0.398458167,-1.399012046,-1.191668756,-0.006796962,0.253025176,1.061224166,1.244862166,1.064054071
-0.907639162,1.325685736,-3.179017194,0.006981083,-0.965997597,-1.334736584,,-1.882631571,-0.174683528,0.052146568,,0.742320302,-0.329545029,-0.503983894,-1.234750352,-1.856703007,-1.523868476,0.501550301,-1.438110344,0.42560464
-0.562266712,0.508155065,0.715835685,-0.434796059,-0.173884969,,0.773850725,,-0.429451885,1.282543672,-0.540118224,1.378087429,-0.364851589,0.548027517,0.262848695,0.898139778,0.708980821,0.505053204,-0.18686732,-0.183240848
-1.374124964,1.876531098,-2.889988162,0.074277464,-0.15715265,2.086623823,-0.23883693,,-0.12320971,2.160821818,-1.305270878,,-1.097319745,0.43998922,,1.323382909,0.784814919,0.914882571,-1.662155507,0.238526662
0.33663748,2.408532023,-0.550001415,0.267738625,0.394921429,1.475409759,-0.334750823,-0.112554218,-0.085684868,0.084862209,-1.346564947,1.148749294,0.250995214,0.686537575,0.99443,-1.197071983,0.736798122,0.339909673,0.913776531,-0.095666407
1.164765984,0.906023094,0.47412343,-1.686317858,-1.354158065,1.828450335,,-2.102992769,0.26789326,2.420819375,-0.309893795,,0.394991306,-1.176786508,-0.858018176,0.303978224,0.184883656,1.484623031,0.58369448,0.005521416
1.882600898,0.112000323,-0.142018182,-0.216452604,0.036222055,0.100470927,,0.342971402,0.667110688,1.416627385,-1.287648833,0.392670332,1.149410696,-0.721181786,1.05177089,0.992699505,0.213788874,-0.421618231,0.67210853,0.857632269
1.103326278,-0.818455084,2.104489781,-0.558921614,-1.828163386,0.158014539,1.144891292,-1.35146851,-0.703593642,-1.01196466,,1.755022072,0.875681282,-1.729579096,0.44922679,-2.056647964,-1.343829728,0.432157425,0.191654481,-1.211237848
0.354648854,0.115724153,-1.380499471,0.229492864,-0.268321945,1.587118194,-1.48224482,-1.630872277,-1.099104665,-1.101332233,-0.208873157,-1.113653487,1.988897892,0.422963605,-0.585966082,-0.008001363,0.744702787,1.231185898,-0.044939664,0.708566092
-1.638830414,-0.357026696,0.081161013,0.32189618,0.17311847,0.48981915,-0.197490514,0.768338914,0.705623484,-0.770989581,,-1.352010326,,-0.198722438,-0.815967511,1.034281599,0.673797686,-0.436466711,-0.757509197,0.268471347
,1.103599091,0.863884262,2.636871025,-1.183461984,0.413026106,-0.579509266,1.692407557,-1.193415508,1.190882671,0.57287041,0.90388592,0.742777786,0.376579165,,1.243219755,-1.668615364,0.021837757,0.827642438,-2.241792856
-0.366528359,1.269612906,-0.59744414,0.352312,-0.196837969,1.176864342,,,-0.528656883,1.440275455,-0.823080985,,-1.175244243,-0.453320228,,,-0.151990264,0.959138877,0.800024061,-1.258497631
0.621629989,-1.372512767,0.365804835,-0.270720472,-0.031355911,,-0.881402276,,0.062097295,-2.221446008,1.426317885,,0.51779686,,-0.144577538,,0.979849828,0.241502707,0.071562771,0.302614859
-1.461528392,1.6082044,-0.173196239,0.32105244,-0.009672115,0.829192327,0.020551016,-0.236801856,,1.398817542,-0.099684849,-1.249129704,-0.858020119,-0.493120107,0.527520001,0.365701639,,0.887130938,-0.315210605,-1.446178488
-0.330066786,-0.032687445,1.204740842,1.227692026,-2.416550601,-0.777456053,1.020869523,-0.892830631,-1.434507812,,0.066699802,-0.10616549,-1.129067884,0.275231553,-1.989463934,-0.913835961,-1.435631839,-1.899131461,-0.683396947,-0.906059718
-0.985808475,1.710414193,-1.252157761,0.190852573,-0.421855686,2.066099601,-0.603571622,-0.914694021,,1.083920976,-2.038926014,-2.396064954,-1.820086138,-0.857841142,-2.58102581,-0.868932344,-0.340950571,-0.004721133,-0.843226817,-0.884260752
-0.845449225,0.32415921,0.144841651,-1.093062131,-1.321780688,0.695907654,-1.60066115,-1.551149917,-0.066257765,1.160272533,0.330003437,-0.839975452,-1.046706336,-1.01601027,-0.025127689,-0.536451008,0.120256778,,-1.247430405,0.723923655
-2.391352569,-1.997891896,-1.139438406,0.554942742,1.228577166,,-0.055205707,-1.625775878,0.637148275,1.12587382,-1.525288406,-0.871991558,-0.197139516,,,0.34720331,1.47014255,-0.633288682,,0.371138795
-0.161508391,0.704388471,2.23592791,-0.909998939,1.319192685,1.129925038,1.757574572,0.550097031,-0.136497792,1.724218272,-0.131455235,1.080677454,0.616332726,0.457647953,1.528329085,0.559601671,,0.902663717,0.468662467,
-0.711015408,0.125126467,0.818453512,-0.054881847,0.125854035,0.124930859,-0.542319537,0.266001507,0.013454514,-0.454624944,0.914143574,1.214424419,-0.15954008,-0.808784826,1.210096613,-0.198353293,0.412715612,,0.079754636,-0.062362141
-1.09240012,0.869936379,-0.508398781,-0.090806536,-0.931711867,1.591224437,1.917626402,-1.554914693,0.089276879,,0.324683984,-0.789343327,-1.403249195,-0.209480706,,-0.94192592,-0.207612041,0.144138002,-1.449938775,-0.446321697
0.933157278,0.827793652,1.421796138,,-1.37632787,1.265151176,-0.33230915,0.942268747,-0.636711075,1.192493585,0.872819238,-0.001218042,0.375434851,,-0.643125116,0.140022212,,-0.510191513,0.406963807,-1.196176807
,-0.704700427,-0.762171463,-1.070158276,1.212820121,0.156198647,1.906514796,-0.891350407,1.028764005,,0.679727911,-0.835740754,-0.642768392,1.367069739,-1.185504804,1.401378738,0.471231866,-0.111658056,,
-0.196542967,-0.0885048,-0.445332215,-0.326251615,-0.246731422,0.27916909,-0.534515119,1.522042411,0.103038036,0.39127386,1.435802051,-0.122758874,0.043726564,-0.273808081,0.060786886,0.480375569,-0.072190727,0.521468688,,0.712949279
1.02346249,,,-0.045773156,2.460469484,0.060174416,0.109372211,-0.147324875,2.561222648,-0.486896378,1.24135187,1.322105256,,1.107587443,1.738154429,,2.030997333,,1.166084993,-0.08237186
-0.098002023,0.646461005,0.300818935,0.098085544,0.414770154,0.060467554,-0.833003181,,0.959832429,-1.368319971,,0.519777926,-0.227548341,-0.044205672,-0.198027622,-0.602873205,-0.898855985,-1.50339796,-1.406636035,-0.752253966
-2.427003061,-1.658736564,1.118530267,1.270197162,1.213161223,-0.302616093,0.37439927,,1.432253576,-0.05393201,1.123820412,-1.405574144,-1.766446083,1.222318302,-1.380899614,2.187209303,0.594423998,-0.98272856,0.193633093,-1.536670188
0.283602543,1.503637275,1.241589128,-0.767314654,-0.279071228,1.938465241,,0.881307828,-0.305040524,0.132045489,-0.945562238,0.753329909,-0.142563913,1.471606091,0.336705956,,0.670294983,0.388032014,0.089011807,0.500911753
-0.171044095,-0.568095984,-1.421825409,0.157088163,-0.595295755,-1.345786612,0.33174023,-1.918743124,0.227833456,-0.796816155,-1.293999925,-0.7897714,-1.28803593,-0.195154991,0.002218058,-2.007163103,0.124206496,-0.606280874,-1.367876026,
0.101034583,-0.426449472,0.206422637,1.024562377,-1.318249196,-0.264518834,0.971709702,0.088215506,-1.205327727,-0.010460098,0.416012508,-0.276694266,1.104925839,-0.15459866,,-0.597738845,-1.816749253,-1.900957539,1.043344366,-0.402475183
-0.855091836,1.048037218,0.035011276,-0.034603706,0.880923634,0.990098842,0.623207673,0.695559271,-0.681947484,1.191957468,-1.147971071,0.01350878,-1.080889093,-0.497174331,-0.162488539,-0.031114335,0.177877109,1.394848296,0.333138407,0.065960789
-0.735169375,1.10116198,0.19302237,,1.856542554,0.990088412,,1.0742733,0.959868205,0.708017549,-0.616780298,-1.067106237,-0.796675387,0.476494794,1.538206745,0.534297432,0.32778051,1.094684252,1.915199648,
-0.092429631,0.361221677,,-0.467292179,-0.143538873,2.196992194,-0.546633608,-1.769261514,0.304541286,1.491771294,2.136411553,0.301000929,-0.097478694,,0.767026614,-0.703479705,0.029111421,,-0.471193409,0.287104715
2.003558833,,-0.688199431,-0.399175621,0.364384015,0.309443318,0.891911223,-1.138830941,0.287098075,0.181874467,-0.342371202,0.149524823,0.776691272,0.376544454,1.272220471,-0.398854578,0.920179103,2.169450456,0.728220427,1.432261354
0.634469016,,0.641125412,-0.517062223,2.37151272,1.120067342,-0.254104396,1.318006221,,0.573594545,0.358196369,1.575357564,-0.823589583,1.973201389,1.871473744,1.797779962,0.513496498,-0.463282082,,0.550698868
0.805088717,2.37556795,-0.557508806,,-0.154820952,,0.866545376,1.125878442,-0.354534964,0.399790329,-0.241548112,1.327742249,0.55817852,-0.62181629,0.883515673,0.412589365,-0.163402008,0.870072218,1.506315393,-0.516876401
-0.084387212,-0.26243178,-0.667163909,-0.097634201,0.260772964,0.566571165,0.06922295,-0.115878622,,-0.54192753,,0.656219961,-0.901153099,-0.791477259,0.510005373,-0.154006093,1.085327938,1.050456982,0.02795899,-2.862873226
-0.494615734,0.744951297,1.775238142,-1.382813055,0.372194127,,0.277520574,,1.361115902,0.95293187,0.618758338,-0.006080595,-0.526856799,-0.452969707,1.739766414,,0.918670363,1.195546256,-1.043296998,0.851166779
,-0.157763698,-0.102955513,0.312652406,0.730749248,-0.948265896,1.098683342,-0.066856994,0.018684306,-0.067205997,0.846757995,0.718218261,0.238328251,0.559063499,1.436248408,1.470367133,0.110350575,-0.107791821,0.198923915,-1.425484123
-0.947337455,-1.021536069,0.769296282,,0.041197352,-1.761173086,-0.510468773,-0.85408619,-0.123953225,-1.886645876,0.734689739,-1.623895094,-0.881293194,1.114473822,-0.631872529,-0.389731754,-0.553041226,-2.030383303,,0.124018439
2.006872288,-0.716874699,-0.93133637,-0.867632651,1.078807111,-0.600340726,0.195053733,-1.175882061,-0.372667633,-0.452097736,-0.270101202,0.487306536,1.223303116,1.282437799,1.470051415,-0.494157301,0.75173825,-0.38143418,1.277665891,0.066024302
0.939240509,-0.518372494,-0.19640164,0.26668211,1.039709439,-0.137710149,-1.872601616,-0.016007502,0.63926788,0.780890592,-0.562093383,-0.233436971,0.145702521,0.189482928,0.492524794,0.527744338,-0.347714011,-0.301552098,-0.8788744,
-0.962089478,-1.025779922,-0.458226601,-0.761802549,1.149794868,-0.245541389,-1.114743136,-0.587177228,0.98317509,-0.123008226,-0.617789079,0.843846507,-1.934255757,0.617558685,-0.98621242,-0.991861096,0.477462277,,-0.377343046,
-0.764405579,2.215967525,,-1.903987754,-1.08178106,0.997708289,-2.376600097,0.057395176,-0.762950325,0.985225825,-1.110356806,0.133501246,-0.259664093,-0.809771488,0.039568021,0.69945093,-1.200178073,1.640200909,0.920478747,-1.489496822
0.290732416,,-0.727359167,-0.490874286,-0.930868929,-0.272251607,-2.470718188,-1.25860804,-0.600840504,0.222942937,0.786108231,-0.730460661,0.421396958,0.131079225,-0.178930469,-1.173117437,,-0.624244802,-1.185067818,1.620129105
1.399022421,-0.100061144,1.183665198,,-1.43149987,-0.111670496,-1.71289082,1.280443045,-1.924834379,0.558242223,0.61766026,0.362506714,0.521394293,-1.687061407,-0.303563536,,-1.083122618,-0.436342901,-0.390773429,0.557519628
0.550961129,,-0.850760936,0.104542721,0.042148353,0.980221528,-0.460225434,-0.233935994,-0.155788235,0.400025242,-0.565553302,1.348127591,0.610043587,-1.580120609,-0.036109386,-0.511232384,0.775277585,1.688254316,1.116944774,
1.096429534,-0.075442486,0.430289428,-1.50110386,,0.333357031,2.135309882,0.95925089,-0.172125249,0.245570248,0.760164357,,2.048864041,0.679160885,1.468826824,1.278557157,-0.565285434,-0.347501117,1.507020602,0.252018992
-0.307973749,0.782760381,-2.703186562,-0.81542764,-1.185716089,0.158735948,-2.051486676,0.3719842,-1.342573848,0.510352561,-1.925655799,0.471843362,-0.875399406,-0.276657362,-0.421772206,0.133835903,-1.353721365,-0.145382361,-1.796064054,-0.656292219
,-0.229441251,1.661734742,-0.285550636,-1.282433081,-0.175655082,-0.398563386,0.933016799,-0.340908606,-1.07982965,,-0.136949759,-0.320511158,-0.679321262,,0.112079358,-0.954875114,-0.281083796,0.137229293,-0.605749545
0.339711275,0.567459866,-2.219494787,-1.019948125,0.636397386,1.511999508,-0.440458228,-1.14555371,0.204523042,0.89334873,-1.163413255,0.875808899,0.179345916,0.059263122,0.22290883,0.181832055,0.543339597,-1.372340219,,-0.489636557
0.474362103,0.431858977,0.567974678,-0.858372846,2.434845916,0.151454817,0.013411275,1.706483433,0.69728188,1.43917884,-0.518273887,-0.332677379,-0.670626874,1.390653549,1.376556263,1.642261053,2.438367903,1.53092277,1.243237106,-0.407066063
0.347080612,1.39434852,-0.86216498,,1.640726778,,1.810952355,,,1.185108361,-2.595006425,1.47011592,,0.574299192,0.852833757,-0.103947343,1.08382657,1.351804379,2.5378296,-0.283473888
2.198259149,1.392742986,0.290524175,-0.322693214,0.783612488,-0.706330779,0.082046445,-0.621889702,0.471100159,-1.850171022,0.197927308,2.818732359,1.557780631,0.023083657,1.846885837,-2.117153382,-0.288123146,1.229072017,1.74267167,0.097577489
-0.537651937,-0.723722675,,-0.489893619,1.938611431,-1.029852737,0.705396497,0.516340981,1.382027962,-0.466149846,-0.695838267,-0.743025956,0.879557648,1.600482631,0.797508938,0.185119328,1.963429951,0.800119694,,1.341446116
-0.558227065,-1.589100111,0.351893453,-0.776107128,0.156578194,0.129119528,0.822974255,1.56545295,0.369953,,0.41525432,0.228191904,2.157834259,-0.05063352,-0.722206917,,-0.375951429,-0.769795891,0.61991322,0.328621486
0.405111595,,,-0.157237731,-0.33763849,-0.435663952,0.689556642,-0.935427855,1.397933828,-1.892838097,2.046410137,-0.691889719,0.842961301,-1.022788459,-0.878129083,,-0.503121197,0.147424515,0.338673474,-0.882118567
0.051868995,1.490427934,0.434960063,-2.070754245,0.021745799,1.610136958,-0.937456961,1.311806222,0.48396721,0.494568709,,0.575183687,0.902178076,-1.578382376,0.778778311,1.049211556,1.44871103,0.704722279,1.681268365,-0.392060489
-0.337751122,-0.471572791,-0.230015829,0.455627801,0.044492076,-0.365206625,0.800711269,1.14856373,,0.465256016,0.227190139,0.241228705,,-1.053233295,0.233701853,0.570495613,-0.26273368,0.424360482,1.230599058,
0.214721104,-0.089993448,-0.636152988,-0.830109471,-0.2967102,-0.493313583,0.221574806,0.031501529,0.144080596,,0.046239486,-0.183447291,0.108312802,-2.151076046,0.637227023,-0.983130086,0.067897306,-0.484502581,-0.301841553,-0.901887414
-0.252880808,-0.620069009,0.004875006,-1.611104042,-0.743299936,0.686333342,-1.329163889,1.927682196,-1.884325519,0.889975985,-1.694907446,,1.66532851,,-1.895437525,1.606111518,,-1.978192334,-0.733229247,0.838442202
1.106481027,0.433790656,,-1.620473361,1.177459855,0.42684154,-1.422277981,0.781073908,3.074338695,-6.10371E-05,-0.310815432,0.55117706,0.275939129,-0.941176986,0.44294224,0.296590822,1.733801949,1.583999794,0.501212058,0.674927713
-0.791923847,-0.750045434,0.152749816,0.392229658,0.447004591,0.56180062,0.092140777,-0.803111604,-0.363621606,0.930850006,0.886755784,-0.280507716,-0.311827876,0.535271154,0.510764926,-1.44338314,1.576651554,,-0.070366342,-1.360807661
-1.430147192,0.360920449,1.068997018,,,0.045786762,-1.275605445,-1.332703086,-0.196304247,1.308073235,1.616735936,,0.283958757,0.407631457,-0.124540497,-1.167289869,,-0.121546844,-1.41195306,-0.944063055
-0.047046489,0.531935196,,-1.020117637,0.021767075,-0.838124113,,-0.065412555,0.088071044,,,0.202437589,0.172077321,1.285032334,-0.736617763,-0.339330124,0.794281357,-0.00869947,0.679725741,-0.433265838
0.638372721,0.148586582,1.76389832,0.362876869,-0.318147097,1.228373881,0.791404347,-1.564581405,-0.816430364,0.666694624,1.837419465,0.255855447,0.512841946,-0.824600923,0.680499798,-1.000397387,1.092184234,0.621677186,-0.086961653,-0.517651069
2.158042638,0.722018452,0.740824159,-0.733374441,-1.511052175,-0.159250737,-1.6117331,-0.627363518,-1.917665566,-0.024870149,1.937459726,2.893636648,2.262214574,-1.278004858,0.347865136,-0.255420115,0.326440214,0.192477507,0.955015053,0.031866658
,0.20738558,-1.320650013,0.76435539,0.148542023,-0.505937617,-0.439075445,-0.612725937,0.119130973,-0.523395306,0.201951424,-1.20360691,1.164250724,-0.351598037,-0.117813878,-0.909247826,-0.301436118,0.484872599,0.385884461,1.550682328
-0.90554319,,0.573178549,-0.87401502,1.013378926,-0.967965514,1.540766839,0.536260781,0.101243975,,0.815598655,-0.597142581,-0.293849357,-0.740866199,0.069354448,0.738444991,0.43899346,-1.457473835,0.872573404,-0.903169122
-0.724447186,-0.656188457,-0.678132412,,0.794280725,-0.394100899,1.001089743,-0.071883268,,1.271147909,1.267628724,,-0.795271861,0.517367395,-0.787358633,-0.049385001,0.910340515,-1.385395023,-0.054657865,0.90360347
-1.28271243,-0.152472471,-0.911721162,0.80110214,0.059827282,-0.104910611,0.541894706,-0.932045894,-1.348348616,-0.219901006,-1.096933493,-0.441983855,-0.325475306,0.037801886,0.202872641,-0.084732556,-0.602995683,-0.10804807,-1.663759054,0.002459876
2.193926357,2.339911132,1.800403707,-1.035982197,0.166470932,2.457191153,1.677731154,0.338435053,0.496312852,2.548923566,1.05843285,2.183166545,1.404807872,,1.934085084,1.315864009,0.619801804,1.691985102,1.762654479,0.500977777
-1.087409044,-0.661849311,0.373501602,-0.537395936,0.742563491,-0.911025515,0.561737801,-1.582897591,,-2.200473531,0.586962029,,-0.1171347,,,-1.234551106,0.091583708,0.136027455,-0.656676093,1.362318878
-0.28076133,-0.405672161,,,0.751608152,-0.325271081,,,1.373487988,-0.326695213,1.25981863,1.707746301,0.15166732,,1.916385654,0.459582853,-0.163557726,-0.570284138,0.074183314,0.83780538
-0.050714336,,-1.920074458,-0.071207354,0.292037624,0.441049594,0.440974716,0.170600425,-0.671439236,-0.19492984,-0.647569543,0.370507721,-0.61924763,-0.902978477,-0.038533605,,0.713093918,1.19839031,0.331097747,0.380953999
-0.053426196,,0.899444743,-0.953407435,-0.01591829,-1.194120086,0.085692431,-0.582907768,0.210882359,0.096982386,0.766806306,-0.701516594,-1.494277576,-0.109302714,-0.82227056,-1.383889197,-1.247102488,-1.918619028,0.803704254,-0.78500817
-0.478638654,-1.78027708,0.121318661,-0.447473491,-0.808638214,0.334211381,0.623455114,0.855160619,-0.999775681,-0.961357415,0.008941181,-2.699899149,,-0.526867167,-1.556408965,0.535463791,-0.872282421,-0.894026773,-0.916177349,2.246384328
0.852831978,1.617675679,0.263214238,0.139294793,0.779801047,,0.966371836,1.079975602,2.856715538,0.403097505,-0.473330528,1.148285735,0.993666152,-1.759832863,2.142719485,0.894345071,1.30535877,1.771240863,1.864628604,1.87244245
1.075364675,-0.569378145,0.617524439,-1.050804659,-0.861785856,-0.286853891,-1.271087407,1.184683029,-0.843098511,-0.868289047,-1.861956301,-0.799848726,-0.391458725,-1.107095303,-1.796790173,0.264659741,-0.213857272,0.202457069,0.483434327,1.183149896
-0.876128421,1.857821769,0.320392329,-0.48722247,-0.16062275,2.73536193,,1.164694481,0.672823953,2.771440094,-0.820425292,,0.309445587,-1.444209658,0.903092612,2.546085179,0.451694487,1.079860308,1.20993444,0.033805569
2.128794193,,1.050701938,0.95808907,0.917323624,-1.53830298,1.427113177,-0.145824977,-0.236529817,-1.298403878,0.924029371,-0.238617998,1.218881705,0.295365238,1.156259584,-0.80686653,-0.097961728,0.036222253,1.067113462,-0.877969156
1.047698563,1.284965786,-0.031638821,0.52905501,-0.459889694,1.451248416,1.285065022,-1.665250942,-1.029220869,0.82503634,0.62879339,0.372223731,-0.074437175,1.189853958,-0.138310999,-2.147159944,0.62405474,0.994474203,-0.091479317,0.177571795
-0.759877747,-0.989135346,-0.872328548,0.18121837,0.159187854,-0.735840856,0.211285963,0.523161696,0.388095157,0.25242767,-1.029349683,-0.330779191,,0.456694486,-0.83654228,0.119376374,-0.73013103,0.513888175,0.587952111,0.461567224
1.003923827,0.593155758,1.733629059,,-0.015084174,1.226478759,-0.76595428,-0.762928243,,0.393225097,1.818523017,1.004199276,1.652707662,0.006130159,0.801998205,0.31232654,0.750352389,,-1.032637638,1.385183642
0.662411269,,-0.551568628,0.752835972,0.520242024,0.139398198,-1.195628599,0.116285953,0.370872293,-0.008619311,0.812123516,-0.119513562,0.394659756,1.161787805,-0.211194175,0.656900738,-0.21829483,0.014023642,0.897988096,-0.515250082
-1.640948109,0.392020108,0.650376788,-0.990882379,0.548735692,0.038071298,-1.08958968,-0.767158543,0.517304166,0.733486584,0.520592531,-0.104953226,-0.650446679,-0.280467588,-0.29283323,,1.381987035,0.878519689,-1.482177958,-0.42573521
-0.136606676,0.541584613,0.088059502,-0.588086146,0.344054961,0.71067099,-1.126436362,-0.986607384,0.268043812,0.483396903,1.213478434,0.366913952,0.270387788,-0.673524162,0.233746829,-1.061435504,0.395697915,0.529718739,-0.463239258,-0.175223432
0.463420675,-0.731835969,0.412555825,1.019246127,0.948758819,,1.497223539,0.06591935,-0.366806711,-0.338492784,1.598255509,,,1.612963343,1.278354168,-0.156019426,-0.62385402,-0.951872038,1.127582044,
,-0.078405029,-1.851353938,-0.064931268,-0.015959455,1.153301569,1.391747363,-1.000946362,1.244409929,0.198445691,-1.272383965,-2.230503837,-0.144105335,-0.206953155,,0.02158726,0.702684457,0.370801423,0.044785141,0.975843007
-0.867981564,1.610417105,-0.223915963,-0.382899535,,0.855451704,,1.061125345,,-0.22430867,0.191438792,,-0.793661207,0.029907444,1.068941372,1.268151246,1.409235515,2.118138484,,0.5147294
-1.280528188,-1.022825064,0.647875361,0.87824709,-1.415476451,-1.887955486,-0.261016842,0.03063522,-1.908453614,-0.645538475,0.243697687,-1.566291446,,-0.51141074,,-0.064637152,-2.77827767,,,-0.696840627
-0.772331906,-0.638064089,0.528675576,1.028148939,,,1.656826189,-0.31293126,-1.073764938,-1.48137256,0.280956661,0.536752546,-0.442812084,-0.168208024,-1.190311235,-1.084101971,-1.624778898,-0.634632439,,-0.492879689
-1.294555623,-0.031351425,0.328553845,0.036637848,-1.700172408,0.868076811,-0.681873649,0.590088764,-0.972241212,1.311420082,-1.201639978,0.839157859,0.39847692,-1.176556723,-0.579430069,1.121403709,-3.169308512,-1.79932019,-1.256683525,
-0.064809116,1.04063942,-0.474472788,1.249705686,1.364991156,1.094307154,-0.247984332,-0.104166517,,,-1.4423864,-0.126816979,-0.581764102,0.32370741,1.717829477,-0.417229294,0.678151651,1.422736884,0.226171214,-0.54338174
-0.368299292,,0.475992073,0.508745986,0.978180786,,1.772236726,-0.948258661,,0.595156026,0.012786486,-1.503082197,0.580214234,-0.103036059,,-0.47084425,2.097237425,0.669542749,1.417705169,
-1.624899408,0.045534584,-0.537071464,-0.215902251,-1.589454415,,0.379770777,-0.724425502,,-0.109176039,-0.184213733,,-2.383935394,-0.421590197,,-0.426453434,,-0.356880832,-2.678287933,1.805328484
0.370648538,0.113574864,-0.881789404,0.014661388,-1.221415035,-0.974164078,1.187162973,0.547539164,0.166628892,-1.492892324,0.515370704,-0.031312408,-0.205545064,-1.939674689,0.310685715,1.308776549,-2.091722572,-1.313986406,-0.517976673,-1.759773355
1.775380718,1.246067219,,0.420905886,1.388820286,1.814102644,-0.087039866,-0.216148028,,1.247285605,0.016485238,,1.792284926,-0.771657316,,,0.821425533,0.599154757,1.357226337,0.4838662
